Species_Abv,Common Species Name,Genus,Species ,Patient ID,Date Admitted,Month Admitted,Day Admitted,Year Admitted,Month-Year Admitted,Month Na Admitted,Quarter Admitted,Quarter-Year Admitted,Date Released,Duration of Care,Details of rescue,Disposition,Survive 
COLO,Common Loon,Gavia,immer,819-15-075,4/29/2015,4,29,2015,4-2015,Apr,2,2-2015,4/29/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,6932-15-110,4/29/2015,4,29,2015,4-2015,Apr,2,2-2015,4/29/2015,0,,Died,
BDOW,Barred Owl,Strix,varia,6933-15-111,4/30/2015,4,30,2015,4-2015,Apr,2,2-2015,4/30/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,6934-15-112,4/30/2015,4,30,2015,4-2015,Apr,2,2-2015,6/1/2015,32,,Released,
WWSC,White-winged Scoter,Melanitta,fusca,820-15-074,5/1/2015,5,1,2015,5-2015,May,2,2-2015,5/1/2015,0,,Euthanized,
EASO,Eastern Screech-Owl,Otus,asio,6935-15-113,5/1/2015,5,1,2015,5-2015,May,2,2-2015,5/1/2015,0,,Released,
EASO,Eastern Screech-Owl,Otus,asio,6937-15-115,5/4/2015,5,4,2015,5-2015,May,2,2-2015,5/4/2015,0,,Released,
COHA,Cooper's Hawk,Accipiter,cooperii,6936-15-114,5/4/2015,5,4,2015,5-2015,May,2,2-2015,5/6/2015,2,,Released,
LESC,Lesser Scaup,Aythya,affinis,821-15-075,5/5/2015,5,5,2015,5-2015,May,2,2-2015,5/7/2015,2,,Died,
GHOW,Great Horned Owl,Bubo,virginianus,6938-15-116,5/5/2015,5,5,2015,5-2015,May,2,2-2015,5/15/2015,10,,Released,
GHOW,Great Horned Owl,Bubo,virginianus,6939-15-117,5/6/2015,5,6,2015,5-2015,May,2,2-2015,5/6/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,6941-15-119,5/7/2015,5,7,2015,5-2015,May,2,2-2015,5/7/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,6940-15-118,5/7/2015,5,7,2015,5-2015,May,2,2-2015,5/22/2015,15,,Released,
COLO,Common Loon,Gavia,immer,823-15-077,5/9/2015,5,9,2015,5-2015,May,2,2-2015,5/11/2015,2,,Released,
LAGU,Laughing Gull,Larus,atricilla,822-15-076,5/9/2015,5,9,2015,5-2015,May,2,2-2015,5/13/2015,4,,Released,
EASO,Eastern Screech-Owl,Otus,asio,6942-15-120,5/10/2015,5,10,2015,5-2015,May,2,2-2015,5/12/2015,2,,Released,
BLVU,Black Vulture,Coragyps,atratus,6943-15-121,5/11/2015,5,11,2015,5-2015,May,2,2-2015,5/13/2015,2,,Euthanized,
COLO,Common Loon,Gavia,immer,824-15-078,5/12/2015,5,12,2015,5-2015,May,2,2-2015,5/12/2015,0,,Euthanized,
EASO,Eastern Screech-Owl,Otus,asio,6945-15-123,5/13/2015,5,13,2015,5-2015,May,2,2-2015,5/13/2015,0,,Released,
EASO,Eastern Screech-Owl,Otus,asio,6944-15-122,5/13/2015,5,13,2015,5-2015,May,2,2-2015,5/13/2015,0,,Released,
BDOW,Barred Owl,Strix,varia,6946-15-124,5/13/2015,5,13,2015,5-2015,May,2,2-2015,6/25/2015,43,,Released,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6947-15-125,5/16/2015,5,16,2015,5-2015,May,2,2-2015,5/18/2015,2,,Released,
GBHE,Great Blue Heron,Ardea,herodias,825-15-079,5/17/2015,5,17,2015,5-2015,May,2,2-2015,5/30/2015,13,,Euthanized,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6948-15-126,5/17/2015,5,17,2015,5-2015,May,2,2-2015,5/17/2015,0,,Released,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,6949-15-127,5/18/2015,5,18,2015,5-2015,May,2,2-2015,5/21/2015,3,,Died,
GRHE,Green Heron,Butorides,virescens,826-15-080,5/18/2015,5,18,2015,5-2015,May,2,2-2015,6/15/2015,28,,Released,
BDOW,Barred Owl,Strix,varia,6950-15-128,5/19/2015,5,19,2015,5-2015,May,2,2-2015,5/19/2015,0,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6951-15-129,5/20/2015,5,20,2015,5-2015,May,2,2-2015,5/24/2015,4,,Released,
EASO,Eastern Screech-Owl,Otus,asio,6952-15-130,5/21/2015,5,21,2015,5-2015,May,2,2-2015,5/21/2015,0,,Released,
REKN,Red Knot,Calidris,canutus,827-15-081,5/21/2015,5,21,2015,5-2015,May,2,2-2015,5/25/2015,4,,Died,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6953-15-131,5/21/2015,5,21,2015,5-2015,May,2,2-2015,5/30/2015,9,,Released,
COMO,Common Moorhen,Gallinula,chloropus,828-15-082,5/23/2015,5,23,2015,5-2015,May,2,2-2015,5/24/2015,1,,Euthanized,
BDOW,Barred Owl,Strix,varia,6954-15-132,5/25/2015,5,25,2015,5-2015,May,2,2-2015,5/25/2015,0,,Euthanized,
WOST,Wood Stork,Mycteria,americana,829-15-083,5/25/2015,5,25,2015,5-2015,May,2,2-2015,5/25/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,6955-15-133,5/26/2015,5,26,2015,5-2015,May,2,2-2015,5/29/2015,3,,Euthanized,
EASO,Eastern Screech-Owl,Otus,asio,6956-15-134,5/28/2015,5,28,2015,5-2015,May,2,2-2015,5/28/2015,0,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6957-15-135,5/28/2015,5,28,2015,5-2015,May,2,2-2015,8/4/2015,68,,Released,
COLO,Common Loon,Gavia,immer,830-15-084,5/29/2015,5,29,2015,5-2015,May,2,2-2015,5/30/2015,1,,Died,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6958-15-136,6/2/2015,6,2,2015,6-2015,Jun,2,2-2015,9/3/2015,93,,Released,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6959-15-137,6/2/2015,6,2,2015,6-2015,Jun,2,2-2015,6/5/2015,3,,Released,
BDOW,Barred Owl,Strix,varia,6961-15-139,6/3/2015,6,3,2015,6-2015,Jun,2,2-2015,6/3/2015,0,,Euthanized,
COHA,Cooper's Hawk,Accipiter,cooperii,6960-15-138,6/3/2015,6,3,2015,6-2015,Jun,2,2-2015,6/4/2015,1,,Released,
GRHE,Green Heron,Butorides,virescens,831-15-085,6/3/2015,6,3,2015,6-2015,Jun,2,2-2015,6/6/2015,3,,Died,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6962-15-140,6/4/2015,6,4,2015,6-2015,Jun,2,2-2015,6/4/2015,0,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6963-15-141,6/4/2015,6,4,2015,6-2015,Jun,2,2-2015,6/4/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,6964-15-142,6/7/2015,6,7,2015,6-2015,Jun,2,2-2015,6/7/2015,0,,Euthanized,
EASO,Eastern Screech-Owl,Otus,asio,6965-15-143,6/8/2015,6,8,2015,6-2015,Jun,2,2-2015,6/8/2015,0,,Euthanized,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6966-15-144,6/8/2015,6,8,2015,6-2015,Jun,2,2-2015,6/10/2015,2,,Died,
BRPE,Brown Pelican,Pelecanus,occidentalis,832-15-086,6/9/2015,6,9,2015,6-2015,Jun,2,2-2015,6/9/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,6967-15-145,6/10/2015,6,10,2015,6-2015,Jun,2,2-2015,6/11/2015,1,,Died,
BDOW,Barred Owl,Strix,varia,6968-15-146,6/11/2015,6,11,2015,6-2015,Jun,2,2-2015,6/11/2015,0,,Died,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,833-15-087,6/11/2015,6,11,2015,6-2015,Jun,2,2-2015,6/13/2015,2,,Died,
EASO,Eastern Screech-Owl,Otus,asio,6969-15-147,6/12/2015,6,12,2015,6-2015,Jun,2,2-2015,6/14/2015,2,,Died,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,6970-15-148,6/13/2015,6,13,2015,6-2015,Jun,2,2-2015,7/27/2016,410,,Transferred,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6972-15-150,6/16/2015,6,16,2015,6-2015,Jun,2,2-2015,8/4/2015,49,,Released,
BRPE,Brown Pelican,Pelecanus,occidentalis,834-15-088,6/16/2015,6,16,2015,6-2015,Jun,2,2-2015,6/16/2015,0,,Euthanized,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6971-15-149,6/16/2015,6,16,2015,6-2015,Jun,2,2-2015,6/16/2015,0,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6973-15-151,6/17/2015,6,17,2015,6-2015,Jun,2,2-2015,6/19/2015,2,,Died,
BRPE,Brown Pelican,Pelecanus,occidentalis,835-15-089,6/17/2015,6,17,2015,6-2015,Jun,2,2-2015,6/20/2015,3,,Died,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6974-15-152,6/17/2015,6,17,2015,6-2015,Jun,2,2-2015,8/31/2015,75,,Released,
GRHE,Green Heron,Butorides,virescens,836-15-090,6/18/2015,6,18,2015,6-2015,Jun,2,2-2015,6/21/2015,3,,Died,
BDOW,Barred Owl,Strix,varia,6975-15-153,6/18/2015,6,18,2015,6-2015,Jun,2,2-2015,6/18/2015,0,,Euthanized,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6977-15-155,6/20/2015,6,20,2015,6-2015,Jun,2,2-2015,6/22/2015,2,,Released,
BWHA,Broad-winged Hawk,Buteo,platypterus,6976-15-154,6/20/2015,6,20,2015,6-2015,Jun,2,2-2015,6/20/2015,0,,Released,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,837-15-091,6/22/2015,6,22,2015,6-2015,Jun,2,2-2015,6/23/2015,1,,Died,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6978-15-156,6/23/2015,6,23,2015,6-2015,Jun,2,2-2015,7/5/2015,12,,Died,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6979-15-157,6/23/2015,6,23,2015,6-2015,Jun,2,2-2015,6/15/2016,358,,Released,
EASO,Eastern Screech-Owl,Otus,asio,6980-15-158,6/24/2015,6,24,2015,6-2015,Jun,2,2-2015,6/24/2015,0,,Released,
YCNH,Yellow-crowned Night Heron,Nyctanassa,violacea,838-15-091,6/25/2015,6,25,2015,6-2015,Jun,2,2-2015,6/25/2015,0,,Euthanized,
TUVU,Turkey Vulture,Cathartes,aura,6982-15-160,6/25/2015,6,25,2015,6-2015,Jun,2,2-2015,6/26/2015,1,,Died,
PEFA,Peregrine Falcon,Falco,peregrinus,6981-15-159,6/25/2015,6,25,2015,6-2015,Jun,2,2-2015,6/26/2015,1,,Died,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6984-15-162,6/26/2015,6,26,2015,6-2015,Jun,2,2-2015,6/26/2015,0,,Euthanized,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,6985-15-163,6/26/2015,6,26,2015,6-2015,Jun,2,2-2015,1/26/2016,214,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6983-15-161,6/26/2015,6,26,2015,6-2015,Jun,2,2-2015,8/2/2015,37,,Released,
BWHA,Broad-winged Hawk,Buteo,platypterus,6986-15-164,6/27/2015,6,27,2015,6-2015,Jun,2,2-2015,3/13/2016,260,,Released,
EASO,Eastern Screech-Owl,Otus,asio,6987-15-165,6/27/2015,6,27,2015,6-2015,Jun,2,2-2015,6/27/2015,0,,Euthanized,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,839-15-093,6/28/2015,6,28,2015,6-2015,Jun,2,2-2015,6/28/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,6988-15-166,6/29/2015,6,29,2015,6-2015,Jun,2,2-2015,8/20/2015,52,,Released,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,840-15-094,6/30/2015,6,30,2015,6-2015,Jun,2,2-2015,6/30/2015,0,,Euthanized,
RSHA,Red-shouldered Hawk,Buteo,lineatus,6989-15-167,6/30/2015,6,30,2015,6-2015,Jun,2,2-2015,9/3/2015,65,,Released,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,841-15-095,7/1/2015,7,1,2015,7-2015,Jul,3,3-2015,7/1/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,6990-15-168,7/1/2015,7,1,2015,7-2015,Jul,3,3-2015,7/5/2015,4,,Euthanized,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6992-15-170,7/2/2015,7,2,2015,7-2015,Jul,3,3-2015,7/3/2015,1,,Euthanized,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,842-15-096,7/2/2015,7,2,2015,7-2015,Jul,3,3-2015,7/2/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6991-15-169,7/2/2015,7,2,2015,7-2015,Jul,3,3-2015,7/2/2015,0,,Euthanized,
LAGU,Laughing Gull,Larus,atricilla,844-15-098,7/3/2015,7,3,2015,7-2015,Jul,3,3-2015,8/14/2015,42,,Released,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,845-15-099,7/3/2015,7,3,2015,7-2015,Jul,3,3-2015,7/21/2015,18,,Released,
ANHI,Anhinga,Anhinga,anhinga,846-15-100,7/3/2015,7,3,2015,7-2015,Jul,3,3-2015,8/3/2015,31,,Released,
BCNH,Black-crowned Night Heron,Nycticorax,nycticorax,843-15-097,7/3/2015,7,3,2015,7-2015,Jul,3,3-2015,7/3/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6994-15-172,7/3/2015,7,3,2015,7-2015,Jul,3,3-2015,7/3/2015,0,,Died,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6993-15-171,7/3/2015,7,3,2015,7-2015,Jul,3,3-2015,7/3/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6996-15-174,7/4/2015,7,4,2015,7-2015,Jul,3,3-2015,7/4/2015,0,,Euthanized,
EASO,Eastern Screech-Owl,Otus,asio,6997-15-175,7/4/2015,7,4,2015,7-2015,Jul,3,3-2015,7/10/2015,6,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6995-15-173,7/4/2015,7,4,2015,7-2015,Jul,3,3-2015,8/7/2015,34,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,6998-15-176,7/5/2015,7,5,2015,7-2015,Jul,3,3-2015,8/20/2015,46,,Released,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,7000-15-178,7/6/2015,7,6,2015,7-2015,Jul,3,3-2015,12/2/2015,149,,Released,
COHA,Cooper's Hawk,Accipiter,cooperii,7002-15-180,7/6/2015,7,6,2015,7-2015,Jul,3,3-2015,7/6/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7001-15-179,7/6/2015,7,6,2015,7-2015,Jul,3,3-2015,7/10/2015,4,,Euthanized,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,6999-15-177,7/6/2015,7,6,2015,7-2015,Jul,3,3-2015,7/7/2015,1,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7004-15-182,7/6/2015,7,6,2015,7-2015,Jul,3,3-2015,7/6/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7003-15-181,7/6/2015,7,6,2015,7-2015,Jul,3,3-2015,7/6/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7005-15-183,7/7/2015,7,7,2015,7-2015,Jul,3,3-2015,8/20/2015,44,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7006-15-184,7/7/2015,7,7,2015,7-2015,Jul,3,3-2015,8/27/2015,51,,Released,
TUVU,Turkey Vulture,Cathartes,aura,7007-15-185,7/8/2015,7,8,2015,7-2015,Jul,3,3-2015,9/4/2015,58,,Released,
OSPR,Osprey,Pandion,haliaetus,7008-15-186,7/9/2015,7,9,2015,7-2015,Jul,3,3-2015,7/10/2015,1,,Euthanized,
GREG,Great Egret,Ardea,alba,847-15-101,7/9/2015,7,9,2015,7-2015,Jul,3,3-2015,7/9/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7013-15-191,7/10/2015,7,10,2015,7-2015,Jul,3,3-2015,7/10/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7011-15-189,7/10/2015,7,10,2015,7-2015,Jul,3,3-2015,7/10/2015,0,,Euthanized,
RSHA,Red-shouldered Hawk,Buteo,lineatus,7012-15-190,7/10/2015,7,10,2015,7-2015,Jul,3,3-2015,7/11/2015,1,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7009-15-187,7/10/2015,7,10,2015,7-2015,Jul,3,3-2015,7/11/2015,1,,Died,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,7010-15-188,7/10/2015,7,10,2015,7-2015,Jul,3,3-2015,9/13/2015,65,,Euthanized,
BAEA,Bald Eagle,Haliaeetus,leucocephalus,7070-15-188,7/10/2015,7,10,2015,7-2015,Jul,3,3-2015,9/13/2015,65,,Euthanized,
COHA,Cooper's Hawk,Accipiter,cooperii,7016-15-194,7/12/2015,7,12,2015,7-2015,Jul,3,3-2015,7/20/2015,8,,Died,
RSHA,Red-shouldered Hawk,Buteo,lineatus,7014-15-192,7/12/2015,7,12,2015,7-2015,Jul,3,3-2015,9/3/2015,53,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7015-15-193,7/12/2015,7,12,2015,7-2015,Jul,3,3-2015,7/12/2015,0,,Euthanized,
BLSC,Black Scoter,Melanitta,nigra,848-15-102,7/12/2015,7,12,2015,7-2015,Jul,3,3-2015,7/12/2015,0,,Euthanized,
WHIB,White Ibis,Eudocimus,albus,851-15-105,7/13/2015,7,13,2015,7-2015,Jul,3,3-2015,7/13/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7019-15-197,7/13/2015,7,13,2015,7-2015,Jul,3,3-2015,7/13/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7017-15-195,7/13/2015,7,13,2015,7-2015,Jul,3,3-2015,8/20/2015,38,,Released,
CLRA,Clapper Rail,Rallus,longirostris,849-15-103,7/13/2015,7,13,2015,7-2015,Jul,3,3-2015,8/16/2015,34,,Released,
BDOW,Barred Owl,Strix,varia,7018-15-196,7/13/2015,7,13,2015,7-2015,Jul,3,3-2015,7/31/2015,18,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7021-15-199,7/14/2015,7,14,2015,7-2015,Jul,3,3-2015,7/15/2015,1,,Died,
OSPR,Osprey,Pandion,haliaetus,7020-15-198,7/14/2015,7,14,2015,7-2015,Jul,3,3-2015,7/15/2015,1,,Euthanized,
DCCO,Double-crested Cormorant,Phalacrocorax,auritus,850-15-104,7/14/2015,7,14,2015,7-2015,Jul,3,3-2015,7/14/2015,0,,Died,
EASO,Eastern Screech-Owl,Otus,asio,7024-15-202,7/15/2015,7,15,2015,7-2015,Jul,3,3-2015,7/23/2015,8,,Released,
OSPR,Osprey,Pandion,haliaetus,7022-15-200,7/15/2015,7,15,2015,7-2015,Jul,3,3-2015,7/27/2015,12,,Died,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7023-15-201,7/15/2015,7,15,2015,7-2015,Jul,3,3-2015,8/20/2015,36,,Released,
BDOW,Barred Owl,Strix,varia,7026-15-204,7/16/2015,7,16,2015,7-2015,Jul,3,3-2015,7/16/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7025-15-203,7/16/2015,7,16,2015,7-2015,Jul,3,3-2015,7/16/2015,0,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7029-15-207,7/17/2015,7,17,2015,7-2015,Jul,3,3-2015,7/17/2015,0,,Euthanized,
BLVU,Black Vulture,Coragyps,atratus,7028-15-206,7/17/2015,7,17,2015,7-2015,Jul,3,3-2015,7/18/2015,1,,Died,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7027-15-205,7/17/2015,7,17,2015,7-2015,Jul,3,3-2015,8/20/2015,34,,Released,
LAGU,Laughing Gull,Larus,atricilla,854-15-108,7/19/2015,7,19,2015,7-2015,Jul,3,3-2015,7/19/2015,0,,Euthanized,
LAGU,Laughing Gull,Larus,atricilla,853-15-107,7/19/2015,7,19,2015,7-2015,Jul,3,3-2015,7/21/2015,2,,Died,
LAGU,Laughing Gull,Larus,atricilla,852-15-106,7/19/2015,7,19,2015,7-2015,Jul,3,3-2015,8/14/2015,26,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7031-15-209,7/21/2015,7,21,2015,7-2015,Jul,3,3-2015,8/20/2015,30,,Released,
RSHA,Red-shouldered Hawk,Buteo,lineatus,7030-15-208,7/21/2015,7,21,2015,7-2015,Jul,3,3-2015,7/21/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7032-15-210,7/22/2015,7,22,2015,7-2015,Jul,3,3-2015,8/20/2015,29,,Released,
COHA,Cooper's Hawk,Accipiter,cooperii,7033-15-211,7/22/2015,7,22,2015,7-2015,Jul,3,3-2015,7/25/2015,3,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7034-15-212,7/22/2015,7,22,2015,7-2015,Jul,3,3-2015,7/23/2015,1,,Died,
GRHE,Green Heron,Butorides,virescens,856-15-110,7/22/2015,7,22,2015,7-2015,Jul,3,3-2015,7/22/2015,0,,Euthanized,
GRHE,Green Heron,Butorides,virescens,855-15-109,7/22/2015,7,22,2015,7-2015,Jul,3,3-2015,8/10/2015,19,,Released,
OSPR,Osprey,Pandion,haliaetus,7038-15-216,7/23/2015,7,23,2015,7-2015,Jul,3,3-2015,8/20/2015,28,,Released,
OSPR,Osprey,Pandion,haliaetus,7036-15-214,7/23/2015,7,23,2015,7-2015,Jul,3,3-2015,9/2/2015,41,,Released,
BRPE,Brown Pelican,Pelecanus,occidentalis,875-15-111,7/23/2015,7,23,2015,7-2015,Jul,3,3-2015,9/25/2015,64,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7037-15-215,7/23/2015,7,23,2015,7-2015,Jul,3,3-2015,7/25/2015,2,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7035-15-213,7/23/2015,7,23,2015,7-2015,Jul,3,3-2015,8/20/2015,28,,Released,
GHOW,Great Horned Owl,Bubo,virginianus,7039-15-217,7/24/2015,7,24,2015,7-2015,Jul,3,3-2015,7/24/2015,0,,Euthanized,
GHOW,Great Horned Owl,Bubo,virginianus,7040-15-218,7/24/2015,7,24,2015,7-2015,Jul,3,3-2015,7/24/2015,0,,Euthanized,
ROTE,Royal Tern,Sterna,maxima,858-15-112,7/24/2015,7,24,2015,7-2015,Jul,3,3-2015,8/13/2015,20,,Euthanized,
BRPE,Brown Pelican,Pelecanus,occidentalis,859-15-113,7/24/2015,7,24,2015,7-2015,Jul,3,3-2015,8/24/2015,31,,Euthanized,
LAGU,Laughing Gull,Larus,atricilla,860-15-114,7/24/2015,7,24,2015,7-2015,Jul,3,3-2015,7/25/2015,1,,Died,
SNEG,Snowy Egret,Egretta,thula,861-15-115,7/25/2015,7,25,2015,7-2015,Jul,3,3-2015,7/25/2015,0,,Euthanized,
OSPR,Osprey,Pandion,haliaetus,7041-15-219,7/25/2015,7,25,2015,7-2015,Jul,3,3-2015,7/25/2015,0,,Euthanized,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7042-15-220,7/27/2015,7,27,2015,7-2015,Jul,3,3-2015,7/27/2015,0,,Euthanized,
CLRA,Clapper Rail,Rallus,longirostris,863-15-117,7/27/2015,7,27,2015,7-2015,Jul,3,3-2015,7/30/2015,3,,Euthanized,
WHIB,White Ibis,Eudocimus,albus,862-15-116,7/27/2015,7,27,2015,7-2015,Jul,3,3-2015,8/15/2015,19,,Released,
OSPR,Osprey,Pandion,haliaetus,7043-15-221,7/28/2015,7,28,2015,7-2015,Jul,3,3-2015,8/23/2015,26,,Died,
COHA,Cooper's Hawk,Accipiter,cooperii,7048-15-226,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,7/30/2015,1,,Euthanized,
BWHA,Broad-winged Hawk,Buteo,platypterus,7050-15-228,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,7/29/2015,0,,Euthanized,
BWHA,Broad-winged Hawk,Buteo,platypterus,7046-15-224,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,7/29/2015,0,,Euthanized,
BDOW,Barred Owl,Strix,varia,7049-15-227,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,7/29/2015,0,,Euthanized,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7047-15-225,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,8/20/2015,22,,Released,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7045-15-223,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,7/29/2015,0,,Euthanized,
BLVU,Black Vulture,Coragyps,atratus,7044-15-222,7/29/2015,7,29,2015,7-2015,Jul,3,3-2015,1/14/2016,169,,Transferred,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7052-15-230,7/30/2015,7,30,2015,7-2015,Jul,3,3-2015,10/12/2015,74,,Euthanized,
SATE,Sandwich Tern,Sterna,sandvicensis,864-15-118,7/30/2015,7,30,2015,7-2015,Jul,3,3-2015,7/30/2015,0,,Died,
MIKI,Mississippi Kite,Ictinia,mississippiensis,7051-15-229,7/30/2015,7,30,2015,7-2015,Jul,3,3-2015,8/4/2015,5,,Euthanized,
EASO,Eastern Screech-Owl,Otus,asio,7053-15-231,7/31/2015,7,31,2015,7-2015,Jul,3,3-2015,8/1/2015,1,,Died,
GBHE,Great Blue Heron,Ardea,herodias,865-15-119,7/31/2015,7,31,2015,7-2015,Jul,3,3-2015,7/31/2015,0,,Euthanized,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7055-15-233,7/31/2015,7,31,2015,7-2015,Jul,3,3-2015,8/4/2015,4,,Euthanized,
BDOW,Barred Owl,Strix,varia,7054-15-232,7/31/2015,7,31,2015,7-2015,Jul,3,3-2015,8/14/2015,14,,Released,
RSHA,Red-shouldered Hawk,Buteo,lineatus,7056-15-234,7/31/2015,7,31,2015,7-2015,Jul,3,3-2015,7/31/2015,0,,Euthanized,
COHA,Cooper's Hawk,Accipiter,cooperii,7057-15-235,8/1/2015,8,1,2015,8-2015,Aug,3,3-2015,8/18/2015,17,,Released,
LAGU,Laughing Gull,Larus,atricilla,866-15-120,8/1/2015,8,1,2015,8-2015,Aug,3,3-2015,8/1/2015,0,,Died,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7058-15-236,8/2/2015,8,2,2015,8-2015,Aug,3,3-2015,9/26/2015,55,,Released,
BDOW,Barred Owl,Strix,varia,7059-15-237,8/2/2015,8,2,2015,8-2015,Aug,3,3-2015,8/31/2015,29,,Released,
RTHA,Red-tailed Hawk,Buteo,jamaicensis,7060-15-238,8/3/2015,8,3,2015,8-2015,Aug,3,3-2015,9/9/2015,37,,Released,
BRPE,Brown Pelican,Pelecanus,occidentalis,867-15-121,8/3/2015,8,3,2015,8-2015,Aug,3,3-2015,2/17/2016,198,,Released,
LESA,Least Sandpiper,Calidris,minutilla,868-15-122,8/4/2015,8,4,2015,8-2015,Aug,3,3-2015,8/4/2015,0,,Euthanized,
GBHE,Great Blue Heron,Ardea,herodias,869-15-123,8/5/2015,8,5,2015,8-2015,Aug,3,3-2015,9/22/2015,48,,Released,
RSHA,Red-shouldered Hawk,Buteo,lineatus,7062-15-240,8/7/2015,8,7,2015,8-2015,Aug,3,3-2015,8/7/2015,0,,Euthanized,
